종목코드,단축코드,표준코드,종목명,종목명_통합,한글 종목명,한글 종목약명,영문 종목명,시장구분,소속부,액면가,상장주식수,소속부.1,업종코드,업종명,결산월,지정자문인,자본금,통화구분,대표이사,대표전화,주소,상장일,증권구분,주식종류
139130,139130,KR7139130009,iM금융지주,iM금융지주,아이엠금융지주보통주,iM금융지주,iM Financial Group,KOSPI,,5000,162054666.0,,116409.0,기타 금융업,12.0,,845729165000.0,원(KRW),황병우,0537407900,대구광역시 북구 옥산로 111 대구은행 제2본점 9층,2011/06/07,주권,보통주
139480,139480,KR7139480008,이마트,이마트,이마트보통주,이마트,"E-MART Co., Ltd.",KOSPI,,5000,27595819.0,,74701.0,종합 소매업,12.0,,139379095000.0,원(KRW),한채양,02-380-5678,서울특별시 중구 세종대로7길 37 ,2011/06/10,주권,보통주
139670,139670,KR7139670004,키네마스터,키네마스터,키네마스터,키네마스터,KineMaster Corporation,KOSDAQ,중견기업부,500,14118810.0,,105802.0,소프트웨어 개발 및 공급업,12.0,,7059405000.0,원(KRW),"홍기태, 송광은(공동대표)",02-2194-5300,"서울특별시 서초구 반포대로24길 21 1, 2층 ",2011/12/02,주권,보통주
139990,139990,KR7139990006,아주스틸,아주스틸,아주스틸보통주,아주스틸,AJUSTEEL,KOSPI,,500,38755414.0,,32401.0,1차 철강 제조업,12.0,,19377707000.0,원(KRW),이현식,054-714-3657,경상북도 구미시 4공단로 321 ,2021/08/20,주권,보통주
140070,140070,KR7140070004,서플러스글로벌,서플러스글로벌,서플러스글로벌,서플러스글로벌,"SurplusGLOBAL,Inc.",KOSDAQ,우량기업부,100,36988000.0,,74605.0,기계장비 및 관련 물품 도매업,12.0,,3698800000.0,원(KRW),김정웅,031-728-1400,경기도 용인시 처인구 남사읍 서촌로 56 -,2017/01/25,주권,보통주
140410,140410,KR7140410002,메지온,메지온,메지온,메지온,"Mezzion Pharma Co., Ltd.",KOSDAQ,중견기업부,500,30356074.0,,137001.0,자연과학 및 공학 연구개발업,12.0,,15178037000.0,원(KRW),박동현,02-560-8000,서울특별시 강남구 삼성로 570 석천빌딩 7층 ,2012/01/20,주권,보통주
140430,140430,KR7140430000,카티스,카티스,카티스,카티스,CATIS INC.,KOSDAQ,벤처기업부,100,19102219.0,,106201.0,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",12.0,,1910221900.0,원(KRW),김승수,1644-8411,경기도 안양시 만안구 덕천로48번길 28 ,2024/05/03,주권,보통주
140520,140520,KR7140520008,대창스틸,대창스틸,대창스틸,대창스틸,"DaeChang Steel CO., LTD.",KOSDAQ,우량기업부,500,21109243.0,,32401.0,1차 철강 제조업,12.0,,10554621500.0,원(KRW),"문창복, 문경석",032-816-7700,인천광역시 남동구 아암대로 1213 &nbsp,2014/12/05,주권,보통주
140610,140610,KR7140610007,엔솔바이오사이언스,엔솔바이오사이언스,엔솔바이오사이언스,엔솔바이오사이언스,Ensol Biosciences,KONEX,일반기업부,500,13337529.0,,137001.0,자연과학 및 공학 연구개발업,12.0,하나증권,6668764500.0,원(KRW),김해진,042-939-4500,대전광역시 유성구 테크노10로 51(탑립동) ,2018/09/10,주권,보통주
140660,140660,KR7140660002,위월드,위월드,위월드 주식회사,위월드,"WIWORLD Co.,Ltd",KONEX,일반기업부,500,2487252.0,,32604.0,통신 및 방송 장비 제조업,12.0,NH투자증권,1243626000.0,원(KRW),박찬구,042-630-0600,대전광역시 유성구  테크노7로 32-4 (용산동),2013/12/26,주권,보통주
140670,140670,KR7140670001,알에스오토메이션,알에스오토메이션,알에스오토메이션,알에스오토메이션,"RS Automation Co., Ltd.",KOSDAQ,벤처기업부,500,9303140.0,,32602.0,전자부품 제조업,12.0,,4651570000.0,원(KRW),강덕현,031-685-9300,경기도 평택시 진위면 진위산단로 38 ,2017/08/11,주권,보통주
140860,140860,KR7140860008,파크시스템스,파크시스템스,파크시스템스,파크시스템스,Park Systems Corp.,KOSDAQ,우량기업부,500,6995377.0,,32702.0,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",12.0,,3497688500.0,원(KRW),박상일,031-546-6900,"경기도 수원시 영통구 광교로 109, 4층(이의동, 나노소자특화팹센터) &nbsp",2015/12/17,주권,보통주
140910,140910,KR7140910001,에이리츠,에이리츠,에이자기관리부동산투자회사보통주,에이리츠,A SELF-ADMINISTERED REAL ESTATE INVESTMENT TRUST INC.,KOSPI,,5000,4463032.0,,126801.0,부동산 임대 및 공급업,12.0,,22315160000.0,원(KRW),김종국 (단독 대표이사),02-2077-5800,"서울특별시 강남구 언주로 711 9층(논현동, 건설공제조합)",2011/07/14,부동산투자회사,보통주
141000,141000,KR7141000000,비아트론,비아트론,비아트론,비아트론,"Viatron Technologies, Inc.",KOSDAQ,벤처기업부,500,12114710.0,,32902.0,특수 목적용 기계 제조업,12.0,,6057355000.0,원(KRW),김 형 준,070-4016-3200,경기도 수원시 권선구 산업로155번길 139 (고색동),2012/05/04,주권,보통주
141080,141080,KR7141080002,리가켐바이오,리가켐바이오,리가켐 바이오사이언스,리가켐바이오,LigaChem Biosciences,KOSDAQ,기술성장기업부,500,36610338.0,기술성장기업,137001.0,자연과학 및 공학 연구개발업,12.0,,18305169000.0,원(KRW),김용주,042-861-0688,대전광역시 유성구 국제과학10로 10 (주)레고켐 바이오사이언스,2013/05/10,주권,보통주
142210,142210,KR7142210004,유니트론텍,유니트론텍,유니트론텍,유니트론텍,"Unitrontech Co.,Ltd.",KOSDAQ,우량기업부,500,21010071.0,,74502.0,자동차 부품 및 내장품 판매업,12.0,,10505035500.0,원(KRW),남궁선,02-573-6800,"서울특별시 강남구 영동대로 638 9층(삼성동, 삼보빌딩) ",2016/02/02,주권,보통주
142280,142280,KR7142280007,녹십자엠에스,녹십자엠에스,녹십자엠에스,녹십자엠에스,Green Cross Medical Science Corporation,KOSDAQ,중견기업부,500,21741926.0,,32103.0,의료용품 및 기타 의약 관련제품 제조업,12.0,,10870963000.0,원(KRW),김연근,031-260-9300,경기도 용인시 기흥구 용구대로2469번길 15 2층 ,2014/12/17,주권,보통주
142760,142760,KR7142760008,모아라이프플러스,모아라이프플러스,모아라이프플러스,모아라이프플러스,MOA Life Plus,KOSDAQ,기술성장기업부,500,39053522.0,기술성장기업,137001.0,자연과학 및 공학 연구개발업,12.0,,19526761000.0,원(KRW),한상진,031-280-9650,"경기도 용인시 수지구 신수로 767 7층 (동천동, 분당수지유타워 지식산업센터) ",2016/07/07,주권,보통주
143160,143160,KR7143160000,아이디스,아이디스,아이디스,아이디스,"Intelligent Digital Integrated Security Co., Ltd",KOSDAQ,우량기업부,500,10716390.0,,32604.0,통신 및 방송 장비 제조업,12.0,,5358195000.0,원(KRW),김영달,031-723-5097,대전 유성구 관평동 1301,2011/09/26,주권,보통주
143210,143210,KR7143210003,핸즈코퍼레이션,핸즈코퍼레이션,핸즈코퍼레이션보통주,핸즈코퍼레이션,HANDS CORPORATION,KOSPI,,500,21875747.0,,33003.0,자동차 신품 부품 제조업,12.0,,10937873500.0,원(KRW),"승현창, 박세진(각자대표)",032-870-9600,인천광역시 서구 가정로37번길 50 ,2016/12/02,주권,보통주
143240,143240,KR7143240000,사람인,사람인,사람인,사람인,Saramin,KOSDAQ,우량기업부,500,11709263.0,,106301.0,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",12.0,,5854631500.0,원(KRW),황현순,02-2025-4733,서울특별시 강서구 공항대로 165 C동 11층(마곡동) ,2012/02/21,주권,보통주
143540,143540,KR7143540003,영우디에스피,영우디에스피,영우디에스피,영우디에스피,"YoungWoo DSP Co.,Ltd.",KOSDAQ,벤처기업부,500,44599895.0,,32902.0,특수 목적용 기계 제조업,12.0,,22299947500.0,원(KRW),박금성,041-418-4871,충청남도 천안시 서북구 성거읍 새터길 164 -,2014/10/29,주권,보통주
144510,144510,KR7144510005,지씨셀,지씨셀,지씨셀,지씨셀,GC CELL,KOSDAQ,중견기업부,500,15800344.0,,137309.0,"그외 기타 전문, 과학 및 기술 서비스업",12.0,,7900172000.0,원(KRW),"원성용, 김재왕",031-260-9300,경기도 용인시 기흥구 이현로30번길 107 - ,2016/06/23,주권,보통주
144960,144960,KR7144960002,뉴파워프라즈마,뉴파워프라즈마,뉴파워프라즈마,뉴파워프라즈마,"New Power Plasma Co.,Ltd",KOSDAQ,우량기업부,100,43692624.0,,32902.0,특수 목적용 기계 제조업,12.0,,4369262400.0,원(KRW),양재영,031-612-7600,경기도 수원시 권선구 산업로155번길 214 (주)뉴파워프라즈마 ,2016/11/30,주권,보통주
145020,145020,KR7145020004,휴젤,휴젤,휴젤,휴젤,"Hugel, Inc.",KOSDAQ,우량기업부,500,12304033.0,,32101.0,기초 의약물질 제조업,12.0,,6587798000.0,원(KRW),Doohyun Chang,02-6966-1600,강원특별자치도 춘천시 동내면 거두단지1길 23 - ,2015/12/24,주권,보통주
145170,145170,KR7145170007,노브랜드,노브랜드,노브랜드,노브랜드,Nobland International Inc.,KOSDAQ,중견기업부,500,16908405.0,,31403.0,편조의복 제조업,12.0,,8579202500.0,원(KRW),김기홍,024055700,서울특별시 송파구 오금로46길 49 (가락동) 노브랜드 ,2024/05/23,주권,보통주
145210,145210,KR7145210001,다이나믹디자인,다이나믹디자인,다이나믹디자인보통주,다이나믹디자인,Dynamic Design,KOSPI,,500,36312231.0,,32902.0,특수 목적용 기계 제조업,12.0,,18156115500.0,원(KRW),황 응 연,062-944-6161,광주광역시 북구 첨단연신로29번길 12 (주)다이나믹디자인(연제동 1036번지),2015/03/19,주권,보통주
145270,145270,KR7145270005,케이탑리츠,케이탑리츠,케이탑리츠보통주,케이탑리츠,KTOPREITs,KOSPI,,1000,48060774.0,,126801.0,부동산 임대 및 공급업,12.0,,48060774000.0,원(KRW),"이명식, 조현만(각자대표이사)",02-783-5858,서울특별시 영등포구 국제금융로 70 미원빌딩 19층 1901호,2012/01/31,부동산투자회사,보통주
145720,145720,KR7145720009,덴티움,덴티움,덴티움보통주,덴티움,DENTIUM,KOSPI,,500,11068830.0,,32701.0,의료용 기기 제조업,12.0,,6184415000.0,원(KRW),"서승우, 윤병호",070-7098-9158,경기도 수원시 영통구 창룡대로 256번길 76(이의동) 덴티움지식산업센터 ,2017/03/15,주권,보통주
145990,145990,KR7145990008,삼양사,삼양사,삼양사보통주,삼양사,Samyang Corporation,KOSPI,,5000,10313449.0,,31008.0,기타 식품 제조업,12.0,,53417595000.0,원(KRW),"최낙현, 강호성",02-740-7114,서울특별시 종로구 종로33길 31 삼양사,2011/12/05,주권,보통주
,145995,KR7145991006,,삼양사1우선주,삼양사1우선주,삼양사우,Samyang Corporation(1P),KOSPI,,5000,370070.0,,,,,,,,,,,2011/12/05,주권,구형우선주
146060,146060,KR7146060009,율촌,율촌,율촌,율촌,"YulChon co., Ltd",KOSDAQ,중견기업부,100,24015595.0,,32401.0,1차 철강 제조업,12.0,,2401559500.0,원(KRW),"이흥해, 이인호",031-499-4481,경기도 시흥시 공단2대로 192 ,2023/09/08,주권,보통주
146320,146320,KR7146320007,비씨엔씨,비씨엔씨,비씨엔씨,비씨엔씨,"BCnC Co., Ltd.",KOSDAQ,벤처기업부,500,12797923.0,,32601.0,반도체 제조업,12.0,,6398961500.0,원(KRW),김돈한,031-638-8434,경기도 이천시 신둔면 마소로57번길 25 ,2022/03/03,주권,보통주
147760,147760,KR7147760003,피엠티,피엠티,피엠티,피엠티,Protec Mems Technology,KOSDAQ,벤처기업부,500,10819866.0,,32702.0,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",12.0,,5409933000.0,원(KRW),조용호,041-423-0200,충청남도 아산시 음봉면 연암율금로 77-20 (주)피엠티 ,2016/12/12,주권,보통주
147830,147830,KR7147830004,제룡산업,제룡산업,제룡산업,제룡산업,"CHERYONG INDUSTRIAL CO.,LTD.",KOSDAQ,벤처기업부,500,20000000.0,,32501.0,"구조용 금속제품, 탱크 및 증기발생기 제조업",12.0,,10000000000.0,원(KRW),박종태,02-2204-3700,서울특별시 광진구  아차산로 628 (광장동),2012/02/13,주권,보통주
148150,148150,KR7148150006,세경하이테크,세경하이테크,세경하이테크,세경하이테크,"Se Gyung Hi Tech Co., Ltd.",KOSDAQ,우량기업부,500,35860429.0,,32602.0,전자부품 제조업,12.0,,17930214500.0,원(KRW),이기승,031-204-7200,경기도 수원시 권선구 산업로155번길 128 ,2019/07/30,주권,보통주
148250,148250,KR7148250004,알엔투테크놀로지,알엔투테크놀로지,알엔투테크놀로지,알엔투테크놀로지,"RN2 Technologies Co., Ltd.",KOSDAQ,벤처기업부,500,9446672.0,,32602.0,전자부품 제조업,12.0,,4850987500.0,원(KRW),"성영철, 조서용 (각자대표)",031-376-5400,경기도 화성시 동탄면 동탄산단9길 11 ,2016/06/22,주권,보통주
148780,148780,KR7148780000,비큐AI,비큐AI,비큐에이아이,비큐AI,BECU AI,KOSDAQ,기술성장기업부,500,31445725.0,기술성장기업,105802.0,소프트웨어 개발 및 공급업,12.0,,15722862500.0,원(KRW),임경환,02-3487-0215,서울특별시 중구 퇴계로 385 준타워 9층 ,2022/06/20,주권,보통주
148930,148930,KR7148930001,에이치와이티씨,에이치와이티씨,에이치와이티씨,에이치와이티씨,"HYTC CO., LTD",KOSDAQ,중견기업부,500,10175213.0,,32509.0,기타 금속 가공제품 제조업,12.0,,5087606500.0,원(KRW),김욱현,031-8068-8099,경기도 군포시 산본로101번길 9-14  ,2022/08/09,주권,보통주
149010,149010,KR7149010001,아이케이세미콘,아이케이세미콘,아이케이세미콘,아이케이세미콘,"IK Semicon Co., Ltd",KONEX,일반기업부,500,3120000.0,,32601.0,반도체 제조업,12.0,미래에셋증권,1560000000.0,원(KRW),윤경덕,02-3153-7090,"서울특별시 마포구 성암로 179 8층 (상암동,한샘상암)",2014/11/14,주권,보통주
149300,149300,KR7149300006,아퓨어스,아퓨어스,아퓨어스,아퓨어스,APURES,KONEX,일반기업부,500,45486252.0,,137001.0,자연과학 및 공학 연구개발업,12.0,키움증권,22743126000.0,원(KRW),최선덕,031-683-0643,경기도 평택시 청북읍 한산길 44 ,2019/09/03,주권,보통주
149950,149950,KR7149950008,아바텍,아바텍,아바텍,아바텍,"AVATEC CO., LTD.",KOSDAQ,우량기업부,500,13667703.0,,32602.0,전자부품 제조업,12.0,,8153750000.0,원(KRW),박명섭,053-592-4060,대구광역시 달서구 달서대로 85길 100 ,2012/11/06,주권,보통주
149980,149980,KR7149980005,하이로닉,하이로닉,하이로닉,하이로닉,"Hironic Co.,Ltd",KOSDAQ,관리종목(소속부없음),100,18594363.0,,32701.0,의료용 기기 제조업,12.0,,1859436300.0,원(KRW),이진우,031-525-7000,"경기도 용인시 수지구 신수로 767 19층(동천동, 분당수지U-TOWER) ",2014/12/17,주권,보통주
150840,150840,KR7150840007,인트로메딕,인트로메딕,인트로메딕,인트로메딕,"IntroMedic Co., Ltd.",KOSDAQ,관리종목(소속부없음),100,42997901.0,,32701.0,의료용 기기 제조업,12.0,,4299790100.0,원(KRW),김현서,02-801-9300,"서울특별시 구로구 디지털로31길 41 이앤씨벤처드림타워6차 1105호,1106호",2013/12/19,주권,보통주
150900,150900,KR7150900009,파수,파수,파수,파수,"FASOO Co.,Ltd.",KOSDAQ,벤처기업부,500,11699422.0,,105802.0,소프트웨어 개발 및 공급업,12.0,,5849711000.0,원(KRW),조규곤,02-300-9000,서울특별시 마포구 상암동 1605 누리꿈스퀘어 비즈니스센타 17층 ,2013/10/18,주권,보통주
151860,151860,KR7151860004,KG에코솔루션,KG에코솔루션,케이지에코솔루션,KG에코솔루션,KG Eco Solution,KOSDAQ,우량기업부,500,47603002.0,,33002.0,자동차 차체나 트레일러 제조업,12.0,,26853361000.0,원(KRW),엄기민,031-488-1122,경기도 시흥시  소망공원로 5 (정왕동) KG ETS(주),2013/07/24,주권,보통주
151910,151910,KR7151910007,퓨처코어,퓨처코어,퓨처코어,퓨처코어,FutureCore,KOSDAQ,관리종목(소속부없음),100,190071722.0,,32602.0,전자부품 제조업,12.0,,19007172200.0,원(KRW),김배성,031-240-3900,"경기도 수원시 영통구 신원로250번길 13 에이616호(원천동, 현대테라타워영통)",2012/08/02,주권,보통주
152550,152550,KR7152550000,한국ANKOR유전,한국ANKOR유전,한국투자ANKOR유전해외자원개발특별자산투자회사1호(지분증권),한국ANKOR유전,KIM ANKOR Oilfield Overseas Resources Development Fund[1],KOSPI,,무액면,70020000.0,,116402.0,신탁업 및 집합투자업,3.0,,350100000000.0,원(KRW),한국투자리얼에셋운용,02-2180-0466,서울특별시 영등포구 국제금융로2길 28 18층(여의도동),2012/03/08,투자회사,보통주
153460,153460,KR7153460001,네이블,네이블,네이블,네이블,Nable,KOSDAQ,중견기업부,500,6530014.0,,105802.0,소프트웨어 개발 및 공급업,12.0,,3265007000.0,원(KRW),"양건열, 조종화",070-7780-9910,"서울특별시 강남구 봉은사로 129 1213호(논현동, 거평타운) ",2012/07/19,주권,보통주
153490,153490,KR7153490008,우리이앤엘,우리이앤엘,우리이앤엘,우리이앤엘,"WOOREE E&L CO.,Ltd.",KOSDAQ,우량기업부,500,51480000.0,,32601.0,반도체 제조업,12.0,,25740000000.0,원(KRW),"윤지용, 김재민",031-599-3143,경기도 안산시 단원구  성곡로 79 ,2013/02/05,주권,보통주
153710,153710,KR7153710009,옵티팜,옵티팜,옵티팜,옵티팜,"Optipharm. CO., LTD",KOSDAQ,기술성장기업부,500,14669958.0,기술성장기업,32103.0,의료용품 및 기타 의약 관련제품 제조업,12.0,,7334979000.0,원(KRW),김현일,043-249-7500,충청북도 청주시 흥덕구 오송읍 오송생명6로 63 ,2018/10/26,주권,보통주
154030,154030,KR7154030001,아시아종묘,아시아종묘,농업회사법인 아시아종묘,아시아종묘,"ASIA SEED Co.,Ltd.",KOSDAQ,벤처기업부,500,12061867.0,,10101.0,작물 재배업,9.0,,6030933500.0,원(KRW),류경오,02-443-4303,서울특별시 송파구 양재대로 932 가락몰 업무동 11층 08호 ,2018/02/12,주권,보통주
154040,154040,KR7154040000,다산솔루에타,다산솔루에타,다산솔루에타,다산솔루에타,Dasan Solueta,KOSDAQ,중견기업부,500,17950094.0,,32602.0,전자부품 제조업,12.0,,8975047000.0,원(KRW),안상헌,031-508-2655,경기도 화성시 마도면 해운로 498-42 -,2013/12/27,주권,보통주
155650,155650,KR7155650005,와이엠씨,와이엠씨,와이엠씨,와이엠씨,"YMC Co., Ltd.",KOSDAQ,우량기업부,500,19474358.0,,32602.0,전자부품 제조업,12.0,,9987179000.0,원(KRW),이윤용,041-538-5200,충청남도 아산시  둔포면 아산밸리중앙로 154-25 ,2012/11/15,주권,보통주
155660,155660,KR7155660004,DSR,DSR,DSR보통주,DSR,DSR CORP,KOSPI,,500,16000000.0,,32402.0,1차 비철금속 제조업,12.0,,8000000000.0,원(KRW),홍석빈,02-3420-3591,부산광역시 강서구 녹산산업중로192번길 7 ,2013/05/15,주권,보통주
156100,156100,KR7156100000,엘앤케이바이오,엘앤케이바이오,엘앤케이바이오메드,엘앤케이바이오,"L&K BIOMED CO., LTD.",KOSDAQ,벤처기업부,500,20755371.0,,32701.0,의료용 기기 제조업,12.0,,10377685500.0,원(KRW),강국진(단독대표),02-6717-1911,경기도 용인시 기흥구 동백중앙로16번길 16-25 201호 &nbsp,2016/11/30,주권,보통주
158430,158430,KR7158430009,아톤,아톤,아톤,아톤,ATON Inc.,KOSDAQ,벤처기업부,100,24850529.0,,105802.0,소프트웨어 개발 및 공급업,12.0,,2485052900.0,원(KRW),"김종서, 우길수(각자 대표이사)",02-786-4273,서울특별시 영등포구 여의대로 108 파크원타워1 26층,2019/10/17,주권,보통주
159010,159010,KR7159010008,아스플로,아스플로,아스플로,아스플로,"ASFLOW CO.,LTD.",KOSDAQ,벤처기업부,500,13334739.0,,32901.0,일반 목적용 기계 제조업,12.0,,6667369500.0,원(KRW),강두홍,031-352-2301,경기도 화성시 정남면 정남산단로 38 ,2021/10/07,주권,보통주
159580,159580,KR7159580000,제로투세븐,제로투세븐,제로투세븐,제로투세븐,Zero to Seven Inc,KOSDAQ,중견기업부,500,20032636.0,,74604.0,생활용품 도매업,12.0,,10016318000.0,원(KRW),박영욱,02-740-3188,서울특별시 마포구 상암산로 76YTN뉴스퀘어 17/18층 ,2013/02/19,주권,보통주
159910,159910,KR7159910009,에코글로우,에코글로우,에코글로우,에코글로우,EcoGlow,KOSDAQ,중견기업부,100,41331359.0,,32004.0,기타 화학제품 제조업,12.0,,4133135900.0,원(KRW),송호길,070-5073-4910,경기도 파주시 문산읍 돈유2로 14-1 씨동,2012/12/27,주권,보통주
160190,160190,KR7160190005,하이젠알앤엠,하이젠알앤엠,하이젠알앤엠,하이젠알앤엠,"HIGEN RNM Co., Ltd",KOSDAQ,중견기업부,500,30888000.0,,32801.0,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",12.0,,15444000000.0,원(KRW),김재학,070-7708-8033,경상남도 창원시 성산구 공단로473번길 57 ,2024/06/27,주권,보통주
160550,160550,KR7160550000,NEW,NEW,넥스트엔터테인먼트월드,NEW,"Next Entertainment World Co., Ltd.",KOSDAQ,중견기업부,500,27906106.0,,105901.0,"영화, 비디오물, 방송프로그램 제작 및 배급업",12.0,,13953053000.0,원(KRW),김우택,02-3490-9300,서울특별시 강남구 학동로9길 5 - ,2014/12/23,주권,보통주
160980,160980,KR7160980009,싸이맥스,싸이맥스,싸이맥스,싸이맥스,CYMECHS Inc.,KOSDAQ,우량기업부,500,10924243.0,,32902.0,특수 목적용 기계 제조업,12.0,,5462121500.0,원(KRW),정혜은,031-371-8600,경기도 화성시 동탄면 동탄산단2길 47 (주)싸이맥스 ,2015/06/17,주권,보통주
161000,161000,KR7161000005,애경케미칼,애경케미칼,애경케미칼보통주,애경케미칼,AEKYUNG CHEMICAL,KOSPI,,500,48648709.0,,32001.0,기초 화학물질 제조업,12.0,,24324354500.0,,표경원,02-6078-3000,서울특별시 마포구 양화로 188 9층(동교동) ,2012/09/17,주권,보통주
161390,161390,KR7161390000,한국타이어앤테크놀로지,한국타이어앤테크놀로지,한국타이어앤테크놀로지보통주,한국타이어앤테크놀로지,HANKOOK TIRE & TECHNOLOGY,KOSPI,,500,123875069.0,,32201.0,고무제품 제조업,12.0,,61937534500.0,원(KRW),"안종선, 이상훈(공동대표이사)",031-5178-7000,경기도 성남시 분당구 판교로 286 -,2012/10/04,주권,보통주
161580,161580,KR7161580006,필옵틱스,필옵틱스,필옵틱스,필옵틱스,"PHILOPTICS CO., LTD.",KOSDAQ,중견기업부,500,23402747.0,,32902.0,특수 목적용 기계 제조업,12.0,,12090314500.0,원(KRW),한기수,031-292-8321,경기도 오산시 지곶중앙로 1-19 - ,2017/06/01,주권,보통주
161890,161890,KR7161890009,한국콜마,한국콜마,한국콜마보통주,한국콜마,KOLMAR KOREA,KOSPI,,500,23605077.0,,32004.0,기타 화학제품 제조업,12.0,,11802538500.0,원(KRW),최현규,02-3459-5952,세종특별자치시  전의면 덕고개길 12-11 ,2012/10/19,주권,보통주
162120,162120,KR7162120000,루켄테크놀러지스,루켄테크놀러지스,루켄테크놀러지스,루켄테크놀러지스,LUKEN Technologies,KONEX,일반기업부,500,11156602.0,,32809.0,기타 전기장비 제조업,12.0,IBK증권,5578301000.0,원(KRW),안윤태,070-8633-8009,경기도 용인시 처인구 양지면 중부대로2670번길 53-8(추계리) ,2017/07/25,주권,보통주
162300,162300,KR7162300008,신스틸,신스틸,신스틸,신스틸,"SHIN STEEL CO.,LTD.",KOSDAQ,우량기업부,100,41471382.0,,32401.0,1차 철강 제조업,12.0,,4147138200.0,원(KRW),신승곤,051-972-7215,부산광역시 강서구 미음산단4로 174 ,2022/12/23,주권,보통주
163280,163280,KR7163280001,에어레인,에어레인,에어레인,에어레인,"Airrane Co., Ltd.",KOSDAQ,기술성장기업부,100,8174789.0,기술성장기업,32901.0,일반 목적용 기계 제조업,12.0,,817478900.0,원(KRW),하성용,043-715-6580,충청북도 청주시 흥덕구 옥산면 과학산업4로 151-5 ,2024/11/08,주권,보통주
163560,163560,KR7163560006,동일고무벨트,동일고무벨트,동일고무벨트보통주,동일고무벨트,DRB Industrial,KOSPI,,500,13900000.0,,32201.0,고무제품 제조업,12.0,,6950000000.0,원(KRW),TANIYAMA KEN,051-520-9114,부산광역시 금정구 공단동로55번길 28 ,2012/10/19,주권,보통주
163730,163730,KR7163730005,핑거,핑거,핑거,핑거,Finger Inc.,KOSDAQ,벤처기업부,500,9406568.0,,105802.0,소프트웨어 개발 및 공급업,12.0,,4703284000.0,원(KRW),안인주,027992510,"서울특별시 영등포구 여의대로 24, 43층(여의도동, 전국경제인연합회회관) ",2021/01/29,주권,보통주
166090,166090,KR7166090001,하나머티리얼즈,하나머티리얼즈,하나머티리얼즈,하나머티리얼즈,Hana Materials Inc.,KOSDAQ,우량기업부,500,19777674.0,,32601.0,반도체 제조업,12.0,,9888837000.0,원(KRW),김현주,041-410-1255,충청남도 천안시 서북구 3공단3로 42 ,2017/04/28,주권,보통주
166480,166480,KR7166480004,코아스템켐온,코아스템켐온,코아스템켐온,코아스템켐온,CORESTEMCHEMON,KOSDAQ,벤처기업부,500,32870376.0,,32102.0,의약품 제조업,12.0,,16435188000.0,원(KRW),양길안,02-497-3711,경기도 성남시 분당구 판교로255번길 24 (삼평동),2015/06/26,주권,보통주
168330,168330,KR7168330009,내츄럴엔도텍,내츄럴엔도텍,내츄럴엔도텍,내츄럴엔도텍,"Naturalendo Tech Co., Ltd",KOSDAQ,벤처기업부,500,31754900.0,,137001.0,자연과학 및 공학 연구개발업,12.0,,15877450000.0,원(KRW),김희도,070-4601-3139,"경기도 성남시 분당구 판교로 255 번길 58, 에이동 301호 ",2013/10/31,주권,보통주
168360,168360,KR7168360006,펨트론,펨트론,펨트론,펨트론,PEMTRON Corporation,KOSDAQ,우량기업부,500,21288284.0,,32902.0,특수 목적용 기계 제조업,12.0,,10644142000.0,원(KRW),유영웅,02-1833-5220,"서울특별시 금천구 가산디지털1로 219 1406호(가산동, 벽산디지털밸리 6차) ",2022/11/24,주권,보통주
169330,169330,KR7169330008,엠브레인,엠브레인,마크로밀엠브레인,엠브레인,"Macromill Embrain Co., Ltd.",KOSDAQ,중견기업부,500,18286918.0,,137104.0,시장조사 및 여론조사업,6.0,,9143459000.0,원(KRW),최인수,02-3444-4000,서울특별시 서초구 명달로 9 - ,2020/07/01,주권,보통주
169670,169670,KR7169670007,코스텍시스템,코스텍시스템,코스텍시스템,코스텍시스템,Kostek Systems,KONEX,일반기업부,500,2868401.0,,32902.0,특수 목적용 기계 제조업,12.0,대신증권,1763050000.0,원(KRW),배준호,031-646-1500,경기도 평택시 서탄면 방꼬지길 231 ,2022/01/21,주권,보통주
170030,170030,KR7170030001,현대공업,현대공업,현대공업,현대공업,"HYUNDAI INDUSTRIAL CO.,LTD",KOSDAQ,우량기업부,500,15340000.0,,33003.0,자동차 신품 부품 제조업,12.0,,7670000000.0,원(KRW),"강현석, 백상열",052-276-1900,울산광역시 북구 매곡산업로 528(매곡동) ,2013/12/04,주권,보통주
170790,170790,KR7170790000,파이오링크,파이오링크,파이오링크,파이오링크,"Piolink, Inc.",KOSDAQ,우량기업부,500,6718889.0,,32604.0,통신 및 방송 장비 제조업,12.0,,3428165000.0,원(KRW),조영철,02-2025-6900,서울특별시 금천구  가산디지털2로 98 IT캐슬 1동 401호,2013/08/01,주권,보통주
170900,170900,KR7170900005,동아에스티,동아에스티,동아에스티보통주,동아에스티,Donga ST,KOSPI,,5000,9352645.0,,32102.0,의약품 제조업,12.0,,46763225000.0,원(KRW),정재훈,02-920-8114,서울 동대문구 용두동 138 ~255 천호대로 64,2013/04/08,주권,보통주
